CustomerID,Recency,Frequency,Monetary,TotalQuantity
13669,51,2,218.55,237
13670,75,1,349.7,282
13672,301,2,186.39000000000001,57
13673,19,2,387.44,114
13675,151,2,486.82000000000005,330
13678,152,1,232.6,924
13680,1,4,3719.12,1934
13681,18,4,827.83,360
13682,187,1,59.5,10
13684,286,1,65.13,38
13685,3,7,3119.44,5056
13686,183,1,72.0,70
13689,63,1,910.0,512
13690,59,1,172.25,67
13692,25,3,1488.32,1226
13694,4,50,65039.62,63312
13695,31,15,2504.13,1603
13697,39,1,151.29999999999998,177
13699,155,1,308.58000000000004,66
13700,26,10,2248.63,2281
13703,318,1,99.5,10
13704,5,9,2308.06,1531
13705,8,3,711.86,363
13706,303,1,330.79,189
13707,267,2,806.41,351
13708,271,1,285.33,301
13709,4,13,6307.650000000001,3508
13710,32,1,180.48,176
13711,219,2,252.06,140
13712,247,1,228.84,352
13715,281,5,1077.39,562
13716,269,1,138.28,138
13717,32,6,1445.01,1959
13718,246,2,306.55,173
13719,15,5,1041.68,609
13720,117,4,799.9,501
13721,36,1,524.14,316
13722,132,3,2375.41,1401
13723,217,1,199.85000000000002,43
13725,50,8,1980.56,806
13726,39,2,1079.6599999999999,1054
13727,29,2,333.48,162
13728,37,6,1016.14,458
13730,136,2,752.6,488
13731,219,2,610.59,278
13732,28,1,491.86,498
13735,25,4,2883.54,1128
13736,5,2,729.8,496
13737,200,1,339.59999999999997,125
13739,18,1,216.9,54
13740,241,1,350.75,425
13741,72,3,668.4300000000001,218
13742,17,12,3107.87,1115
13743,3,7,1341.6,1776
13744,95,2,1080.52,1153
13745,162,1,300.04,496
13747,374,1,79.6,8
13748,96,5,948.25,439
13750,54,5,1647.26,516
13751,288,1,296.25,152
13752,124,6,1175.38,874
13753,288,1,741.26,512
13754,152,2,282.59999999999997,214
13755,4,9,2108.06,1242
13756,2,14,5189.52,3188
13758,12,7,3190.55,1844
13759,33,2,659.4100000000001,287
13760,54,2,286.79,197
13761,50,2,1070.65,642
13762,219,1,306.72,272
13763,63,1,1714.96,728
13764,71,3,1519.42,926
13767,2,37,17220.36,7322
13769,2,10,2796.51,1163
13771,64,4,2634.45,1477
13772,34,3,1122.63,540
13774,82,1,345.0,192
13777,1,33,25977.16,12897
13778,103,1,178.7,70
13780,7,2,360.01,318
13781,251,1,127.84,30
13782,13,6,908.86,369
13784,10,11,2462.79,2493
13786,367,1,230.39999999999998,136
13787,76,2,309.04,337
13790,4,1,348.8,748
13791,128,2,1516.0,1200
13792,66,2,195.55,92
13798,1,57,37153.85,23948
13799,117,2,688.86,402
13800,310,1,558.32,331
13801,67,1,324.8,168
13802,139,3,4599.42,2572
13803,255,1,277.07,121
13804,31,7,2588.39,1462
13805,52,2,924.6,1900
13806,64,1,256.38,56
13807,367,1,112.6,36
13808,6,5,1747.66,782
13809,305,1,155.05,29
13810,29,3,1499.01,312
13811,184,3,814.5,68
13812,42,3,539.0,333
13813,40,4,1366.8600000000001,552
13814,92,2,1579.12,864
13815,22,4,4027.36,2560
13816,24,2,571.6700000000001,269
13817,29,2,382.98,211
13819,302,3,1140.35,1109
13821,145,2,385.64,153
13822,6,2,632.0,611
13823,19,2,957.66,439
13824,33,5,1698.94,768
13826,176,1,189.5,82
13827,58,3,409.8,138
13828,22,1,209.49,311
13831,16,6,2198.45,743
13832,19,1,52.199999999999996,28
13833,159,1,383.85,117
13835,25,4,834.57,442
13837,212,2,266.59000000000003,182
13838,6,4,674.82,254
13841,253,1,85.0,100
13842,59,9,3385.62,1768
13844,11,1,361.62,196
13845,65,1,312.98,182
13846,25,3,865.0600000000001,388
13848,92,3,1255.0,3700
13849,52,2,1537.95,1016
13850,129,1,1595.48,944
13851,96,3,2651.46,1705
13853,57,1,1090.14,312
13854,9,25,8109.5199999999995,2296
13856,169,3,388.5,494
13858,57,1,216.17,75
13859,326,1,201.16,129
13860,1,5,1245.9,591
13862,18,8,2209.36,1688
13863,248,1,305.78,224
13865,58,4,501.56,204
13866,74,1,145.67000000000002,57
13867,31,3,1005.09,501
13868,7,2,3192.54,1964
13869,123,4,3083.65,1709
13870,2,8,2770.94,1325
13871,23,13,6403.25,2806
13873,120,3,389.6,140
13874,358,1,540.45,180
13875,54,5,1786.79,1316
13876,64,1,122.7,36
13877,86,1,117.24,108
13878,55,1,1271.57,463
13880,21,13,3219.77,1842
13881,4,20,17159.52,10118
13882,3,5,1191.13,953
13883,11,5,2674.48,1436
13884,7,5,787.6,300
13885,189,2,506.8,182
13886,71,1,243.56,126
13887,204,1,349.55,147
13888,120,2,595.67,254
13889,93,1,416.90000000000003,146
13890,1,10,1883.8100000000002,831
13892,27,4,632.97,983
13893,298,1,821.1,190
13894,24,3,564.62,354
13895,28,4,2593.07,1365
13897,50,1,311.16,200
13898,326,1,155.93,133
13899,16,2,388.52,156
13900,183,3,740.95,430
13901,72,5,2867.2,1739
13904,37,2,332.64,332
13908,80,4,2369.55,1478
13911,57,9,2580.91,2731
13914,12,2,626.45,380
13917,50,2,272.04,228
13918,50,2,1212.8400000000001,1140
13919,59,2,384.81,474
13922,352,1,172.25,93
13923,54,1,351.13,185
13924,2,6,1838.8500000000001,1575
13925,93,4,678.25,331
13926,23,1,223.85000000000002,104
13927,75,1,348.99,214
13928,11,4,464.57,129
13929,169,2,842.65,143
13930,58,2,337.34,274
13931,96,2,1237.53,725
13932,295,1,307.4,72
13933,109,2,608.7900000000001,205
13934,264,1,922.1,390
13936,180,1,376.58,330
13937,169,1,158.85,123
13938,35,1,71.66,70
13939,23,3,568.55,847
13940,17,4,839.14,516
13941,22,5,5112.96,2364
13946,79,3,561.5699999999999,443
13947,65,1,90.6,44
13948,361,1,102.0,40
13949,3,6,2427.32,2474
13950,11,4,745.06,323
13951,176,3,674.45,459
13952,218,2,3251.071,1431
13953,7,7,3515.68,2724
13954,2,2,439.92,150
13955,154,2,322.96,154
13956,5,5,1019.27,486
13959,79,3,594.04,355
13960,21,2,230.22,142
13962,22,2,169.55,87
13963,308,4,664.54,460
13967,146,1,80.7,42
13969,7,18,9024.17,4528
13971,19,8,2758.26,1844
13972,71,2,190.25,187
13973,287,1,264.7,109
13974,49,1,413.59000000000003,249
13975,31,6,2461.2400000000002,1697
13976,207,1,357.98,154
13978,15,2,196.79000000000002,315
13979,73,1,869.87,639
13980,60,1,200.14,172
13982,39,4,1871.81,1136
13983,30,12,2603.43,1183
13984,27,5,920.51,679
13985,4,15,7060.13,3445
13986,17,1,320.46,430
13988,20,6,4147.96,3044
13989,66,2,1266.08,1313
13990,213,1,311.3,190
13991,12,6,852.88,995
13992,30,1,76.8,64
13993,43,9,3466.36,900
13994,4,6,2274.14,932
13995,15,5,1393.69,879
13999,10,12,3901.81,2243
14000,211,1,635.66,710
14001,46,3,2043.0800000000002,962
14002,134,2,529.73,877
14004,43,7,4582.64,2668
14005,10,5,2874.72,2478
14006,116,3,962.19,641
14009,198,2,695.61,365
14012,278,1,328.8,160
14013,110,3,473.02,462
14014,77,1,505.18,1076
14015,53,1,917.34,378
14016,162,4,4341.21,2125
14019,47,3,1421.61,1037
14020,17,2,642.8,441
14021,155,3,631.9,192
14022,225,1,440.0,487
14023,7,2,584.07,345
14024,122,2,327.7,150
14027,61,1,104.82,62
14029,63,2,467.66,198
14030,18,8,2358.84,1478
14031,7,19,17286.86,5788
14032,2,11,2975.59,2032
14034,22,3,648.89,420
14035,29,5,1428.02,739
14036,285,1,626.65,268
14037,176,2,147.20000000000002,46
14038,78,3,1560.38,965
14039,33,1,152.2,92
14040,41,12,3560.32,1544
14041,266,1,141.41,94
14044,27,4,646.42,304
14045,109,4,1659.75,535
14046,284,1,154.99,460
14047,9,5,1308.6100000000001,381
14048,305,1,409.93,288
14049,17,4,5578.72,3808
14050,32,2,746.36,689
14051,1,23,15610.390000000001,3756
14052,20,1,225.36,89
14053,124,2,260.25,215
14054,65,1,92.46,62
14055,106,1,725.6400000000001,216
14056,1,23,8152.71,4252
14057,24,17,6211.66,4873
14059,267,1,183.6,128
14060,5,19,6140.42,5386
14062,10,12,10464.85,5593
14064,29,5,1334.34,1772
14066,267,1,152.55,45
14067,64,2,374.7,361
14068,320,1,265.85,73
14071,4,8,1437.57,994
14073,32,1,151.04,130
14075,5,3,942.26,754
14076,129,1,118.67,79
14077,41,5,499.41999999999996,268
14078,102,6,1049.37,310
14079,125,1,375.1,301
14080,33,1,45.599999999999994,48
14081,302,2,921.62,592
14082,365,1,182.25,110
14083,4,9,1002.9,705
14085,2,18,4421.29,3177
14087,3,1,191.47,250
14088,10,13,50491.81,12665
14089,57,1,158.75,133
14090,325,1,76.32000000000001,72
14092,8,14,4076.91,2066
14093,12,1,433.86,391
14096,4,17,65164.79,16352
14098,37,1,147.35,104
14099,16,11,3104.17,2179
14100,138,1,191.95000000000002,63
14101,74,6,5976.79,6942
14102,5,5,1105.8799999999999,769
14104,155,2,216.20999999999998,72
14105,239,1,1266.23,800
14107,52,7,2703.23,1793
14108,31,2,597.91,381
14109,73,1,144.2,88
14110,4,12,5683.15,2445
14111,14,4,692.85,458
14112,23,7,2915.15,1651
14113,4,4,1840.42,745
14114,274,2,386.53,101
14116,20,5,1382.74,707
14117,144,1,90.0,72
14121,4,4,2780.15,2082
14124,84,1,419.58000000000004,1618
14125,11,3,2720.63,1628
14126,8,3,706.1300000000001,508
14127,123,3,709.71,321
14128,61,2,637.5,564
14129,2,5,1123.8600000000001,592
14130,319,1,480.91,257
14132,2,11,3586.0299999999997,3368
14133,130,3,605.64,348
14135,2,15,4690.31,3850
14138,2,2,965.8800000000001,600
14139,46,1,415.82,510
14140,4,2,935.05,811
14141,3,4,915.13,355
14142,373,1,311.81,313
14143,134,1,115.8,30
14145,47,4,3742.2,756
14146,9,5,4191.0,2437
14147,78,2,483.4,108
14148,234,1,157.2,16
14149,221,1,446.62,218
14150,36,2,658.64,496
14152,75,2,621.29,711
14154,239,2,1345.62,465
14155,266,1,118.75,25
14156,10,55,117210.08,57768
14157,20,2,424.89000000000004,271
14158,40,1,507.66,781
14159,20,11,4630.35,4348
14161,216,3,1097.6200000000001,450
14162,174,2,289.36,142
14163,87,4,2445.91,893
14164,71,2,1631.77,1033
14165,276,1,120.44,53
14167,39,4,562.59,147
14171,98,1,363.79,167
14173,11,4,450.84,150
14174,33,1,134.46,94
14175,60,3,3222.3,1515
14176,297,4,576.9000000000001,209
14177,86,4,549.46,204
14178,9,7,1600.26,1494
14179,41,2,701.57,319
14180,11,25,4748.52,719
14184,67,1,452.89,127
14185,331,1,197.65,6
14188,31,6,2054.36,1162
14189,2,15,4654.08,3937
14191,2,13,4684.76,3662
14193,68,2,853.39,445
14194,5,21,11349.52,5840
14195,202,2,1012.0,760
14196,107,1,335.52,142
14198,18,4,701.4,290
14199,218,1,185.39999999999998,28
14201,60,7,747.44,590
14204,2,1,150.61,72
14205,17,2,466.7,204
14206,239,1,328.15999999999997,276
14208,95,1,151.74,114
14209,11,6,2073.43,691
14210,106,6,1905.8400000000001,760
14211,53,9,2241.1,1242
14212,90,1,1070.48,1152
14214,31,5,1004.38,751
14215,12,6,1789.72,1358
14216,3,4,1839.3,594
14217,2,17,2004.98,689
14218,43,1,169.48000000000002,160
14219,4,1,89.94,78
14220,247,2,632.4,272
14221,42,9,3432.8,2191
14222,177,1,683.17,607
14223,92,3,991.13,585
14224,110,4,1009.73,483
14226,29,5,2214.79,1296
14227,26,10,3350.96,1820
14229,52,3,1547.2,610
14231,184,3,925.71,409
14232,43,5,2048.07,1941
14233,49,4,1462.72,680
14234,22,4,754.12,951
14235,75,5,3144.86,1959
14236,81,2,490.86,310
14237,373,1,161.0,38
14238,326,1,146.85,111
14239,43,11,2380.85,993
14240,30,2,890.34,418
14241,184,1,213.70000000000002,146
14242,235,2,280.55,123
14243,9,10,2588.77,1221
14245,220,2,1693.45,976
14246,111,3,1474.06,804
14247,278,1,136.76999999999998,47
14248,318,1,302.58,102
14250,7,3,1904.05,1200
14251,2,5,2879.7000000000003,1674
14256,260,2,969.0600000000001,414
14257,64,5,3099.7200000000003,1682
14258,9,9,12669.98,7100
14259,142,1,120.0,68
14261,51,2,1163.45,406
14262,8,8,2618.23,1645
14264,155,2,333.97,70
14265,109,2,530.18,330
14267,163,3,1516.24,530
14270,332,1,492.65000000000003,197
14271,226,1,112.32,88
14272,74,2,437.96,599
14273,51,4,559.97,264
14276,99,3,1119.74,744
14277,15,3,4188.0,1976
14280,197,1,134.04,52
14282,3,15,3701.44,2656
14284,31,2,595.25,161
14285,21,4,1910.01,541
14286,24,3,4628.75,4338
14287,8,3,176.63,261
14288,213,1,426.6,188
14289,9,6,911.26,292
14290,11,5,2314.65,915
14291,2,11,3883.25,2749
14292,8,9,4871.93,1663
14293,3,4,1046.56,709
14295,40,1,166.20000000000002,84
14297,18,4,1305.33,865
14298,8,44,51527.3,58343
14299,8,9,3965.62,2149
14300,19,1,43.2,32
14301,117,1,640.14,606
14304,223,1,383.45,139
14305,71,3,1858.96,1089
14306,51,2,2093.32,1075
14307,89,6,2995.72,2058
14309,8,9,2352.53,1633
14311,243,1,310.26,146
14312,47,6,1611.59,1012
14314,107,1,120.0,296
14315,45,6,2481.13,1021
14317,65,1,508.58000000000004,255
14320,207,2,477.79,325
14321,11,5,1530.75,2406
14323,115,2,605.0600000000001,350
14326,242,1,183.85,103
14327,163,1,311.65,139
14329,17,7,4975.24,3087
14331,124,2,462.65999999999997,252
14332,23,3,840.21,463
14333,68,1,415.2,58
14334,17,8,2552.21,1731
14335,16,2,454.86,375
14336,17,4,1614.91,1759
14338,161,2,588.22,335
14339,243,1,309.52,168
14340,219,1,134.7,58
14341,45,8,2166.98,1397
14342,21,4,668.5600000000001,347
14344,127,8,889.9300000000001,477
14345,39,1,108.97999999999999,50
14346,121,2,1021.58,605
14348,260,1,409.57,183
14349,10,1,133.5,86
14350,274,1,282.93,183
14351,165,1,51.0,12
14352,157,4,1078.96,538
14353,215,1,90.6,64
14354,6,2,163.62,210
14355,366,1,174.4,92
14356,80,2,701.23,277
14357,43,1,225.12,147
14359,19,3,912.18,371
14360,32,4,2118.03,1139
14362,22,1,151.5,96
14364,109,8,3717.35,1967
14367,8,16,9227.82,4426
14368,320,1,155.0,36
14371,295,1,100.5,34
14373,358,1,76.55,17
14375,185,1,235.56,184
14377,191,2,617.05,219
14379,44,2,348.1,292
14381,52,1,202.68,146
14382,26,1,615.49,1231
14383,38,3,1247.69,817
14385,9,3,202.11,159
14386,297,1,142.4,54
14387,33,3,1727.6,795
14388,10,8,3212.84,1941
14389,65,2,1043.46,729
14390,10,9,4642.57,2133
14393,218,1,67.95,13
14395,2,9,3479.91,1689
14396,65,2,487.99,225
14397,3,19,2612.96,1890
14400,149,1,574.7,454
14401,4,13,4051.48,4507
14403,130,4,1475.81,519
14404,34,6,1449.32,827
14406,119,1,156.75,77
14407,107,6,2157.73,1415
14408,11,7,2599.03,1610
14409,71,6,2059.4500000000003,1230
14410,92,9,1100.27,567
14411,311,1,1063.0,196
14412,43,2,770.03,786
14413,362,1,121.05,67
14414,92,7,1496.98,2512
14415,1,13,5855.57,2996
14416,22,2,490.22,326
14418,4,3,1937.25,1711
14419,11,6,1051.79,483
14420,99,1,387.52,334
14421,57,2,813.11,365
14422,1,6,4263.64,2906
14423,218,1,265.2,120
14424,18,1,322.08,48
14426,24,10,4481.67,2699
14427,50,2,363.34000000000003,228
14428,7,5,1224.06,428
14431,303,1,470.36,130
14432,10,6,2248.5,2013
14434,22,6,1372.8,368
14436,99,1,89.06,129
14437,366,1,63.0,60
14438,306,1,131.9,82
14439,320,1,2661.24,526
14440,8,5,2357.6800000000003,588
14441,1,4,1712.89,446
14442,205,2,1589.82,482
14443,54,4,1420.2,938
14446,1,4,1010.35,916
14447,19,5,1163.23,571
14448,9,2,375.35,104
14449,19,4,885.8,741
14450,181,3,483.25,241
14451,60,2,643.9,378
14452,11,2,259.05,116
14453,190,1,119.93,49
14456,5,9,3017.28,2885
14457,311,1,113.64,88
14459,155,1,1837.92,760
14460,110,3,434.34,881
14461,148,3,2103.06,766
14462,66,11,1980.57,956
14463,98,3,529.62,179
14465,247,3,1038.44,398
14466,29,7,2272.4,1006
14467,18,4,596.26,276
14470,12,2,461.19,193
14472,104,8,1852.67,1135
14473,74,2,234.34000000000003,88
14474,46,1,547.66,140
14475,72,3,925.85,447
14476,257,1,193.0,110
14477,20,4,1309.6,720
14479,254,2,316.25,117
14480,11,1,279.05,143
14481,165,2,636.51,489
14482,18,6,2022.81,1627
14483,282,1,137.1,97
14484,50,1,321.92,210
14485,39,1,162.8,70
14487,27,6,1165.48,712
14488,68,1,1064.28,799
14489,207,1,463.38,299
14491,175,2,340.93,139
14493,7,5,2383.2400000000002,1285
14494,26,1,139.56,92
14495,51,2,123.8,62
14496,312,2,538.8100000000001,159
14497,309,1,475.37,235
14498,43,5,1957.32,1098
14499,26,3,808.44,496
14500,88,3,356.85,117
14501,184,2,251.21,161
14502,20,11,2429.83,1480
14503,3,6,3543.26,2004
14504,47,4,673.26,308
14505,17,8,5859.43,2739
14506,17,5,1960.65,704
14507,24,6,1367.88,594
14508,22,2,268.05,129
14511,11,5,1314.81,784
14512,188,2,275.28,122
14513,101,3,455.59000000000003,361
14514,61,3,990.2,564
14515,18,6,2076.89,1110
14517,33,2,330.45,91
14518,64,1,174.37,278
14520,2,2,270.6,146
14522,24,4,974.54,525
14523,108,1,241.09,251
14524,32,9,1843.83,669
14525,20,9,4215.9,2637
14527,3,55,8507.13,2088
14528,37,1,364.21999999999997,278
14529,60,3,578.61,325
14530,26,6,2862.11,1395
14532,236,4,932.85,284
14533,25,7,1949.72,4019
14534,3,18,4397.3,2027
14535,60,3,2854.84,1824
14536,260,1,170.95,39
14537,58,1,355.56,120
14538,65,2,388.25,155
14539,16,2,537.48,428
14540,10,3,952.66,411
14541,59,8,1453.35,641
14542,186,1,103.25,19
14543,29,16,3599.73,675
14544,24,2,2004.3,1536
14546,5,5,2573.93,1313
14547,4,8,3974.75,2639
14548,151,2,652.8,256
14549,311,1,289.24,136
14550,11,2,757.37,389
14551,18,2,186.23,106
14552,152,1,164.22,90
14553,19,5,859.27,493
14554,10,4,2279.4900000000002,1443
14555,57,2,312.54,122
14557,85,1,788.38,510
14560,7,22,2237.77,1260
14561,76,3,1080.76,1014
14562,4,18,5006.77,1815
14565,96,4,3099.12,1540
14566,111,1,1432.0,800
14567,57,2,1530.3600000000001,412
14569,1,1,227.39,79
14570,281,2,218.06,95
14572,3,7,2804.54,1420
14573,180,9,1639.82,534
14576,372,1,35.400000000000006,12
14577,13,4,859.71,353
14578,3,1,168.63,240
14581,17,1,138.6,217
14582,41,1,114.11,73
14583,6,5,986.96,751
14584,169,4,1033.06,381
14585,50,1,157.05,91
14586,277,1,237.36,444
14587,19,9,1580.29,749
14589,372,1,39.75,5
14591,15,4,1320.21,1228
14592,35,3,557.94,407
14593,22,3,617.15,330
14594,7,2,363.33,183
14595,20,6,1740.6,978
14597,11,2,866.24,566
14598,44,1,221.97,189
14600,306,1,393.33000000000004,125
14601,11,1,213.96,168
14603,275,1,660.0,400
14606,1,93,12076.15,6187
14607,16,14,16209.5,11526
14608,4,4,1785.15,437
14609,72,4,601.56,7026
14616,243,3,406.08000000000004,104
14618,9,3,553.44,264
14619,246,1,394.44,152
14620,206,2,412.78000000000003,214
14621,1,5,1788.3600000000001,993
14622,185,1,320.58000000000004,146
14623,32,5,886.7,418
14624,57,2,225.85,162
14625,196,2,899.63,335
14626,24,4,2791.27,1403
14628,91,2,671.96,272
14629,4,2,955.26,378
14631,51,3,1006.98,622
14632,263,1,114.56,96
14633,266,1,344.90000000000003,96
14636,36,2,609.85,241
14638,51,1,443.6,166
14639,52,6,2984.49,1431
14640,24,6,2107.38,880
14641,22,1,110.46,90
14642,59,1,96.12,76
14643,170,2,693.8100000000001,815
14644,68,2,830.76,258
14645,157,2,597.09,381
14646,2,73,280206.02,196915
14647,201,1,236.04000000000002,91
14649,5,4,1402.59,1004
14651,67,2,653.75,343
14652,77,1,114.18,53
14653,1,7,1926.65,945
14655,8,4,1932.23,1089
14656,169,2,291.05,120
14657,18,4,848.22,466
14658,5,2,247.15,47
14659,9,9,2529.93,1195
14660,87,2,285.74,228
14661,27,1,107.95,35
14662,29,4,741.37,578
14664,20,2,636.24,465
14665,61,5,1835.7,740
14666,24,1,195.25,161
14667,11,25,9175.04,5319
14669,242,3,1259.24,770
14670,280,2,392.86,326
14672,235,2,765.55,454
14673,3,5,1736.4,1004
14675,16,1,596.36,336
14676,31,6,2548.2400000000002,2500
14680,25,16,28754.11,13476
14681,71,3,498.95,76
14682,188,2,52.0,80
14684,26,5,1201.51,821
14687,107,1,628.38,470
14688,8,21,5579.1,3584
14689,209,1,112.8,76
14690,44,2,355.05,167
14691,31,5,2114.33,707
14692,137,4,591.55,265
14693,265,1,172.9,34
14696,4,7,2078.95,1630
14697,218,2,188.60999999999999,181
14698,2,5,1217.27,602
14699,214,1,109.13000000000001,77
14700,32,3,2195.1,1314
14701,11,9,2526.09,921
14702,1,17,3251.79,1439
14703,15,1,318.17,183
14704,11,9,1493.96,1043
14705,199,1,179.0,100
14708,3,3,1126.37,621
14709,15,13,4921.04,2484
14710,14,4,599.48,375
14711,10,11,2839.62,966
14712,29,3,917.07,315
14713,9,11,2662.2,1613
14714,24,1,160.19,229
14715,25,4,867.38,521
14716,43,2,307.51,495
14719,2,5,1581.84,1025
14720,6,3,663.81,219
14722,147,1,180.42000000000002,118
14723,10,6,1122.3600000000001,673
14725,25,1,655.58,588
14727,274,1,268.58,62
14729,374,1,313.49,197
14730,1,8,1897.57,1078
14731,47,3,380.02,256
14732,8,8,2702.4900000000002,1405
14733,16,12,9585.91,3764
14735,4,32,6065.69,2264
14737,4,3,1164.55,345
14738,43,7,1314.45,601
14739,4,7,3902.28,3820
14740,197,3,1448.21,735
14741,12,6,1400.34,841
14744,16,7,1099.98,627
14745,113,5,1220.26,1038
14747,249,1,328.2,84
14748,29,5,1415.75,1223
14752,44,1,389.64,260
14753,87,1,563.15,211
14754,45,2,638.05,486
14755,10,11,5010.28,2219
14756,15,1,738.96,416
14757,75,1,420.5,160
14758,145,4,1484.06,419
14759,5,3,1625.97,569
14760,297,1,89.2,40
14761,59,2,255.9,118
14762,264,1,300.52,341
14764,47,1,278.3,190
14765,29,3,254.11,135
14766,8,6,2473.37,1349
14768,17,2,192.60000000000002,52
14769,3,8,10416.98,7239
14770,232,2,876.42,490
14772,112,1,139.26,82
14775,58,3,1011.9,1174
14776,51,11,2538.3,3134
14778,127,2,730.86,306
14779,281,3,386.15,84
14780,55,2,447.68,310
14782,320,1,200.10000000000002,114
14784,26,2,289.99,237
14785,10,2,77.4,84
14788,7,2,679.4399999999999,421
14789,29,1,197.64,116
14790,17,4,745.06,699
14792,64,1,6.2,2
14793,21,1,228.99,91
14794,3,7,1319.91,673
14795,166,1,131.45000000000002,17
14796,1,17,7975.49,5995
14798,53,3,173.74,150
14799,51,1,157.7,146
14800,48,12,4331.79,3644
14801,61,1,189.34,173
14803,162,3,845.55,370
14804,9,1,353.27,121
14805,15,4,546.4,114
14806,75,1,193.39000000000001,330
14808,40,8,2718.6,2120
14810,41,11,2085.33,1015
14813,370,2,152.88,66
14815,37,2,778.5,744
14816,197,1,271.85,5
14817,200,2,1110.34,655
14818,74,3,657.8,324
14819,64,2,272.07,109
14820,21,4,507.29,253
14821,367,1,48.800000000000004,20
14823,180,3,321.43,88
14824,10,4,1127.71,525
14825,4,12,2221.01,989
14828,197,3,2139.76,2172
14829,29,4,697.55,452
14830,53,1,188.88,164
14834,18,6,1720.3,734
14836,10,3,102.44999999999999,45
14837,90,4,1649.5,1436
14840,268,1,62.85,31
14841,53,6,3295.76,1778
14842,44,4,2824.69,1166
14844,64,4,3189.81,1833
14847,149,1,309.4,120
14849,22,25,7930.54,5694
14850,312,1,325.75,293
14851,23,2,511.35,325
14852,58,6,2836.69,1747
14853,24,2,475.8,82
14854,78,7,2740.03,1820
14855,119,2,645.65,267
14856,36,3,1290.53,711
14857,60,2,1173.12,464
14859,13,4,1353.74,671
14860,19,1,170.32,232
14861,52,1,125.79,117
14862,26,2,841.1999999999999,772
14863,29,1,266.76,132
14865,7,2,52.2,108
14866,11,12,14389.9,6752
14867,186,3,710.28,328
14868,3,8,2953.59,1405
14869,9,2,721.45,549
14870,262,1,327.25,119
14871,3,4,501.28000000000003,179
14873,210,1,519.68,168
14875,108,2,1465.3200000000002,558
14878,13,9,1476.09,799
14880,77,3,690.59,365
14881,20,1,255.4,316
14882,27,2,589.7,158
14883,19,6,761.59,790
14885,132,1,765.3199999999999,724
14886,253,1,364.8,160
14887,79,1,1862.0,1100
14888,207,1,369.2,184
14889,336,1,135.9,90
14890,254,1,125.65,51
14891,148,2,554.38,505
14893,10,2,1237.8500000000001,799
14894,85,1,655.75,265
14895,8,20,11138.710000000001,4851
14896,205,2,468.77000000000004,279
14897,8,4,1366.38,468
14898,23,6,1269.31,1001
14901,11,9,1421.29,661
14902,26,1,332.66,218
14903,21,5,2795.33,1531
14904,2,2,1025.44,1985
14905,158,2,616.15,287
14907,3,7,3501.1,1691
14908,74,1,277.8,132
14910,3,4,434.35,238
14911,1,201,143711.17,80240
14912,17,2,867.85,971
14913,36,4,1227.43,1743
14915,91,2,307.48,112
14916,71,4,1268.98,1136
14918,116,2,1610.15,675
14920,213,2,977.77,509
14921,30,2,1316.07,953
14923,51,1,749.1,418
14924,246,1,310.05,64
14929,32,1,223.88,136
14930,109,3,2362.96,1160
14931,5,5,1257.68,417
14932,366,1,363.53,80
14934,82,2,1890.94,1042
14935,297,1,1784.71,935
14936,34,8,8137.02,4085
14937,57,3,1621.88,484
14944,30,12,5900.25,2815
14946,14,1,100.9,22
14947,72,2,290.82,179
14948,23,6,1101.97,673
14950,19,1,371.2,136
14951,79,1,311.69,311
14952,60,11,8099.49,3355
14953,25,1,285.67,224
14954,12,1,294.85,117
14957,253,1,58.49,34
14958,147,3,483.72999999999996,128
14959,64,4,695.42,494
14960,8,2,221.27,221
14961,11,9,7044.68,3708
14962,271,1,126.7,44
14963,10,5,1472.34,1159
14964,247,1,206.21,143
14965,96,2,596.09,363
14966,15,1,183.02,179
14967,50,1,463.8,140
14968,30,1,147.59,127
14970,68,4,1592.06,250
14971,35,3,1097.98,639
14972,128,1,114.77,28
14973,107,3,1314.45,369
14974,37,1,89.94,37
14975,57,1,279.94,380
14976,57,7,790.86,234
14978,72,5,1921.3700000000001,523
14981,246,1,102.12,97
14984,19,2,202.37,58
14985,198,2,292.01,256
14987,16,2,326.4,128
14988,212,1,334.54,141
14995,39,2,231.98000000000002,102
14997,46,3,546.1999999999999,1120
14998,170,2,414.87,258
15000,48,1,490.52,218
15002,116,4,1641.76,862
15004,147,1,1220.77,623
15005,16,28,6295.37,4230
15006,51,1,480.38,286
15007,159,1,156.91,69
15009,12,3,1259.43,639
15010,36,1,308.94,184
15012,54,2,405.04,225
15014,43,2,257.67,149
15016,173,1,170.04,76
15017,34,1,125.58,63
15018,39,3,496.21000000000004,189
15019,267,1,252.81,150
15021,9,9,1871.77,819
15022,12,4,852.39,527
15023,3,11,6720.41,2827
15024,10,10,1636.43,902
15025,33,1,361.96,184
15026,80,3,469.0,285
15027,31,4,1066.1499999999999,565
15028,8,4,627.13,459
15030,72,2,518.28,372
15031,4,4,653.19,400
15032,256,3,4959.1,2968
15033,5,10,2557.18,1672
15034,16,8,4274.16,2413
15035,90,1,252.73000000000002,245
15036,72,3,429.56,316
15038,59,6,685.74,212
15039,10,47,19766.59,9131
15041,170,1,179.93,103
15042,199,1,135.93,30
15043,31,1,537.0,300
15044,19,17,7634.7300000000005,2785
15045,152,2,735.66,114
15046,9,15,5090.42,3372
